,temp,APC（E2步骤）,source_RF（E2步骤）,LF_RF（E2步骤）,SF6（E2步骤）,C4F8（DEP步骤）,DEP time,etch time,,Zmin_1,Zmin_2,Zmin_3,Zmin_4,Zmin_5,Zmin_6,Zmin_7,Zmin_8,Zmin_9,Zmin_9_2,F_Flux_1,F_Flux_2,F_Flux_3,F_Flux_4,F_Flux_5,F_Flux_6,F_Flux_7,F_Flux_8,F_Flux_9,F_Flux_9_2,Ion_Flux_1,Ion_Flux_2,Ion_Flux_3,Ion_Flux_4,Ion_Flux_5,Ion_Flux_6,Ion_Flux_7,Ion_Flux_8,Ion_Flux_9,Ion_Flux_9_2,h0_1,h0_2,h0_3,h0_4,h0_5,h0_6,h0_7,h0_8,h0_9,h1_1,h1_2,h1_3,h1_4,h1_5,h1_6,h1_7,h1_8,h1_9,d0_1,d0_2,d0_3,d0_4,d0_5,d0_6,d0_7,d0_8,d0_9,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_8,d1_9,w1,w2,w3,w4,w5,w6,w7,w8,w9
cas274,10,50,3000,135,350,250,2.8,1.6,case274,-0.287188264,-0.566583384,-0.818666363,-1.065104029,-1.301972802,-1.534671332,-1.752447328,-1.962634534,-2.162586851,-2.16980866,0.096515851,0.082871604,0.079933487,0.075889368,0.071257187,0.06913167,0.066630114,0.063500304,0.062367657,0.061323382,0.01305035,0.012907602,0.012855617,0.012438524,0.011788574,0.011038935,0.010426723,0.009845312,0.009351751,0.009363752,-0.267724182,0.259012256,0.24514269,0.236858402,0.223873326,0.220962899,0.210928185,0.20506416,0.30024256,-0.262017497,0.259939594,0.249952895,0.24196354,0.228267482,0.216854112,0.212868367,0.202863812,0.29508136,0.134761428,0.109455608,0.102085353,0.083714895,0.071549436,0.059647427,0.058161663,0.050462582,0.054195104,0.129334768,0.1088138,0.096144293,0.083696566,0.077929604,0.068218085,0.057808779,0.058904316,0.051191952,0.535590326,0.489763538,0.483306769,0.467422229,0.462962674,0.456559809,0.45625245,0.457655196,0.457252126
cas275,-15,95,1400,35,350,100,1.2,3.6,case275,-0.68338649,-1.274593162,-1.81975143,-2.316262099,-2.747710696,-3.12043488,-3.464161004,-3.800257674,-4.127457542,-4.132774779,0.110753123,0.085656165,0.072020159,0,0.053613367,0.048430171,0.048469567,0.048170762,0.049089265,0.048619281,0.00363379,0.00350685,0.003100352,0,0.00264432,0.002450582,0.002279185,0.002067012,0.001885823,0.001973361,-0.616688098,0.566228815,0.504631042,0.477935042,0.394190993,0.345395667,0.343542576,0.478675944,0.405486601,-0.630013219,0.548212911,0.519593886,0.459839889,0.398466212,0.387748957,0.334697281,0.366377388,0.487825036,0.534861112,0.515189573,0.493029574,0.410933305,0.452183313,0.394717394,0.30668551,0.174033008,0.047535722,0.554068881,0.533080536,0.471735963,0.448341561,0.416966041,0.43041567,0.249164062,0.128622041,0.080327423,1.5,1.459340116,1.456964043,1.314684392,1.473162628,0.884181225,1.016122314,0.676341058,0.795703103
cas276,-5,40,1600,90,200,450,0.4,1.6,case276,-0.246110099,-0.474505967,-0.708087945,-0.926506698,-1.138059795,-1.342340456,-1.543735219,-1.733929042,-1.918320682,-1.924693674,0.079322044,0.072396485,0.068810398,0.065154951,0.063599064,0.060904564,0.058144282,0.056782886,0.054115331,0.053077455,0.005359508,0.00538796,0.005361748,0.00530527,0.005167216,0.005033576,0.004796497,0.004679167,0.004431561,0.004412453,-0.216649328,0.22912349,0.20886474,0.217995465,0.207723405,0.189176679,0.185752664,0.172341994,0.29706591,-0.21693466,0.230835502,0.206867405,0.210028376,0.211410463,0.187179327,0.185166172,0.188051207,0.288220563,0.103253911,0.089236679,0.079524109,0.073390934,0.060456305,0.056666088,0.052345001,0.047188082,0.04147166,0.102356411,0.087809983,0.079515822,0.069498623,0.061775488,0.061582438,0.048247398,0.048457623,0.042291774,0.50146012,0.472896461,0.456521458,0.457202785,0.452015785,0.452128401,0.449107046,0.452559836,0.447374573
cas277,-15,65,1900,125,400,650,2,0.4,case277,-0.11181035,-0.229256103,-0.346022943,-0.450912794,-0.556104939,-0.658920194,-0.763566813,-0.862632748,-0.963549441,-0.97527928,0.14904376,0.141150809,0.134871918,0,0.126029483,0.121715627,0.118234317,0.112893097,0.109677518,0.107641894,0.004561491,0.004577748,0.004600716,0,0.004578492,0.004377505,0.004459178,0.004441149,0.004337903,0.004373782,-0.112216954,0.104717712,0.106429715,0.110995063,0.104717702,0.108712409,0.093304328,0.095872334,0.138313064,-0.104798262,0.096585129,0.132665183,0.096601525,0.105859033,0.105003067,0.093304328,0.105573714,0.134889041,0.050606797,0.043282141,0.032993812,0.02739245,0.031774998,0.024927132,0.024010612,0.025214804,0.018936027,0.047999224,0.043015855,0.024984091,0.027235574,0.032520006,0.02637943,0.021465065,0.023342902,0.018416543,0.311032653,0.298724627,0.282984981,0.272789865,0.275900435,0.261582384,0.252511768,0.253822587,0.239319927
cas278,0,25,2700,135,400,850,1.2,2.8,case278,-0.300103921,-0.595016795,-0.868534201,-1.13118161,-1.38521214,-1.621828309,-1.846580595,-2.064393811,-2.269903796,-2.274661899,0.046575728,0.039935112,0.037290289,0.034319732,0.032399047,0.030631223,0.029423923,0.028398766,0.028019295,0.026891294,0.010641221,0.010617126,0.010457225,0.010231423,0.009789652,0.009119754,0.008610345,0.008027435,0.007489988,0.007564489,-0.267724182,0.268135573,0.26258633,0.244246219,0.228267499,0.221134118,0.218280758,0.210862092,0.353425128,-0.270577529,0.261651588,0.263648944,0.239367034,0.235429355,0.214000787,0.219992774,0.246243545,0.323750343,0.106235131,0.085771264,0.068743242,0.054626215,0.040287073,0.035099329,0.028911876,0.027598164,0.025376523,0.106999556,0.085361303,0.067224368,0.057346999,0.042362247,0.032084959,0.027598937,0.02676879,0.015757407,0.461394302,0.419292182,0.403588996,0.395425642,0.378238212,0.374806377,0.374077367,0.381387124,0.375714174
cas279,-10,60,700,135,650,750,1.2,0.4,case279,-0.107110835,-0.2173353,-0.323946003,-0.423511231,-0.522959779,-0.623385802,-0.723641085,-0.816702784,-0.909730589,-0.919376736,0.119994315,0.114186507,0.11076769,0.105674119,0.103119718,0.098409547,0.096072018,0.092673672,0.09028984,0.08697545,0.001872427,0.001808257,0.001843063,0.001814603,0.001868584,0.001833217,0.00185238,0.001800357,0.001777081,0.001838092,-0.100232912,0.103576373,0.099799891,0.098507485,0.092162992,0.095872347,0.093875008,0.085885652,0.149464076,-0.104227592,0.057922874,0.138101831,0.099581689,0.098440349,0.098725677,0.088168332,0.091307001,0.142901392,0.046149776,0.034679536,0.028014363,0.031838275,0.022959145,0.021247904,0.024136509,0.015408093,0.016382193,0.047688016,0.033958393,0.013099081,0.026510673,0.026811295,0.023212091,0.023011746,0.019315592,0.014954394,0.324704659,0.299504796,0.293987811,0.292509733,0.283754574,0.276856821,0.277758316,0.230601503,0.260443027
cas280,20,30,1000,130,50,200,2,2.4,case280,-0.277110246,-0.535344975,-0.78273273,-1.023255315,-1.255317748,-1.476852784,-1.689218925,-1.902052505,-2.101308439,-2.10585383,0.058733797,0.052216684,0.048743353,0.047313328,0.045345679,0.043192209,0.042047301,0.039773729,0.039421689,0.037791085,0.005572285,0.005447708,0.005487065,0.005348916,0.00518963,0.004913646,0.004743117,0.004496307,0.004220263,0.004293616,-0.255740142,0.235400836,0.24196354,0.226743213,0.218378399,0.206296733,0.205139075,0.195727144,0.320464747,-0.250033457,0.245804214,0.233842833,0.231573445,0.218123334,0.212278928,0.200630818,0.194271956,0.319294844,0.123770223,0.105167397,0.089178332,0.080880977,0.067410278,0.062054136,0.052016186,0.050230187,0.043468853,0.122389575,0.106074452,0.09360385,0.076295774,0.07198988,0.053053267,0.058529192,0.050322797,0.047151876,0.525798302,0.490880353,0.483527839,0.47665225,0.472899499,0.465784348,0.414178501,0.474061277,0.47042836
cas281,-20,10,900,120,300,750,0.4,0.8,case281,-0.105433258,-0.212473458,-0.312717127,-0.413642855,-0.510846222,-0.602331498,-0.696036594,-0.788008547,-0.88126812,-0.884467267,0.022786872,0,0.020566871,0.019694482,0.018583365,0.018424062,0.017626546,0.01677405,0.016225056,0,0.002623562,0,0.002577652,0.002585781,0.00257368,0.00259943,0.002578701,0.002596042,0.002576558,0,-0.077976831,0.103005701,0.093304342,0.093875004,0.08845365,0.093304349,0.087597626,0.118790218,0.128159546,-0.087107531,0.100437692,0.090450998,0.091877665,0.08502964,0.088738978,0.113848388,0.124951286,0.102025089,0.026068177,0.022018058,0.011758918,0.018476859,0.011504618,0.01080605,0.007987126,0.008047417,0.00281483,0.02765092,0.021255556,0.014584749,0.011984626,0.007211218,0.011773613,0.009116875,0.003851004,-9.60E-05,0.310430648,0.261274426,0.284203004,0.289795512,0.279868678,0.284392083,0.280620364,0.207121642,0.2522786
cas282,10,25,3100,55,200,300,1.2,4,case282,-0.382320164,-0.739715712,-1.075147245,-1.395083087,-1.69927947,-1.991176703,-2.262836107,-2.524536218,-2.780419766,-2.784508977,0.043465215,0.037691968,0.034653437,0.032192849,0.030812157,0.028874491,0.028380677,0.027199458,0.026572784,0.026612002,0.017303053,0.016946494,0.016488415,0.015542248,0.014316418,0.013210459,0.01229086,0.011471941,0.010636571,0.010695722,-0.337345766,0.348963912,0.316893007,0.308559903,0.289043716,0.273635626,0.282481057,0.24167817,0.385907819,-0.339343101,0.349263528,0.318418903,0.307019745,0.287902372,0.282481006,0.258798242,0.25020974,0.39107234,0.149939026,0.125420418,0.114886447,0.095866908,0.089366687,0.085033964,0.078171777,0.070163516,0.057169046,0.152464213,0.127361908,0.113834247,0.100036719,0.094559943,0.082610832,0.081795542,0.069043163,0.048721473,0.587370267,0.537749353,0.523703751,0.50885712,0.506890077,0.504626165,0.509359426,0.496127593,0.480646364
cas283,-15,95,2100,85,700,150,2.8,1.6,case283,-0.4067562,-0.778107573,-1.126461561,-1.467125807,-1.790679203,-2.102744614,-2.392138441,-2.672398456,-2.939599437,-2.949527706,0.145314765,0.127614301,0.118464071,0.113726968,0.109941268,0.103841866,0.099175483,0.098577439,0.094332018,0.092914465,0.004535957,0.004587082,0.004481323,0.004445991,0.004160218,0.003908222,0.003728588,0.003421785,0.003270343,0.003233404,-0.380431252,0.358950615,0.329561191,0.328134503,0.31175719,0.294113806,0.289343596,0.269234964,0.38800059,-0.383284594,0.360091959,0.333270558,0.313867756,0.323569179,0.283759883,0.279490181,0.27306492,0.399128675,0.196320178,0.172086229,0.156676218,0.13020439,0.120332543,0.100067372,0.086956837,0.091010476,0.086589629,0.193382466,0.166027058,0.132576033,0.135908083,0.108775197,0.097053009,0.085319478,0.076396553,0.068757761,0.698511693,0.646922337,0.578460238,0.630788512,0.631348682,0.615531472,0.623968622,0.631736772,0.63315629
cas284,-15,70,3000,115,650,750,3.2,3.2,case284,-0.524596431,-0.997247087,-1.43380137,-1.839806957,-2.2239323,-2.579109413,-2.908687694,-3.2252505,-3.510658917,-3.516866803,0.096203167,0.077519616,0.069483663,0.065002644,0.061738778,0.058797611,0.056303701,0.055080099,0.054186602,0.053375689,0.006330839,0.006126586,0.005836202,0.005161031,0.004538827,0.004066397,0.003565438,0.003217719,0.002786127,0.002817039,-0.508261042,0.45653499,0.426860179,0.412933707,0.364602395,0.356953314,0.338230337,0.300263132,0.352227705,-0.513111728,0.179131474,0.716247746,0.356382608,0.4217242,0.338691916,0.338977167,0.299886431,0.352713534,0.26882808,0.204728312,0.166206652,0.135300624,0.118012212,0.100890211,0.088772535,0.093664855,0.071574663,0.270174792,0.202002109,0.023298999,0.142076722,0.104452591,0.104563498,0.098320112,0.096973732,0.065381565,0.755760986,0.623488536,0.590232115,0.54732485,0.525515211,0.503722923,0.497724403,0.504458543,0.476764761
cas285,-10,80,1200,105,250,500,2.8,2,case285,-0.389894361,-0.749181673,-1.083261162,-1.402471938,-1.700784611,-1.995075809,-2.263467227,-2.530224502,-2.787725909,-2.79523577,0.124689567,0.106248303,0.097356004,0,0.085739432,0.080734399,0.07824411,0.075894251,0.074292617,0.072708362,0.003212591,0.003263281,0.00321558,0,0.002870674,0.00271044,0.002461863,0.002280113,0.002123802,0.002138567,-0.373868563,0.354670588,0.33562455,0.3043804,0.294750418,0.279627681,0.278373565,0.256181376,0.317758628,-0.375865906,0.215427433,0.438558915,0.344310726,0.297691584,0.27734501,0.271353006,0.264968021,0.309715169,0.220023721,0.177931248,0.151498094,0.131439938,0.116427404,0.106235871,0.093055511,0.090697254,0.080581643,0.218632944,0.183452695,0.067007206,0.11339865,0.117697042,0.110438698,0.100935312,0.094589706,0.074573222,0.676993265,0.599720542,0.573533285,0.539222018,0.518091736,0.511705352,0.494219922,0.495497493,0.477927349
cas286,-15,20,2600,65,100,300,3.2,1.6,case286,-0.190638244,-0.380168742,-0.554196865,-0.725501772,-0.887195064,-1.05002812,-1.2041119,-1.348485104,-1.49606901,-1.500475611,0.044334238,0.040430521,0.03794945,0,0.034349394,0.031970842,0.030631748,0.030001685,0.028322516,0.028093831,0.01444498,0.014353142,0.014331983,0,0.013942539,0.013610489,0.01312766,0.01260184,0.011954054,0.012024662,-0.177273186,0.166635264,0.171485956,0.160357901,0.160072591,0.144379182,0.14894454,0.143523165,0.227803826,-0.172993168,0.171485958,0.164923251,0.164352596,0.153224536,0.154365914,0.149515195,0.148088523,0.22152647,0.070710829,0.055051233,0.049096747,0.041646716,0.038993112,0.039280274,0.030454337,0.032742513,0.027673198,0.068691984,0.05557106,0.047884978,0.04442583,0.034754259,0.035727124,0.031907965,0.032223117,0.02555758,0.375267874,0.346487354,0.33671337,0.327742653,0.318309532,0.320118108,0.308670739,0.311747166,0.299180289
cas287,-15,60,2100,75,300,350,2,3.6,case287,-0.541308469,-1.031006447,-1.485914243,-1.924966114,-2.340543977,-2.728379326,-3.099681982,-3.450664188,-3.788822982,-3.794573724,0.085105492,0.071746029,0.066204707,0.062539293,0.060158789,0.058325074,0.054860431,0.053666374,0.052155635,0.051365221,0.005373707,0.005143397,0.004899196,0.004550179,0.003959169,0.003743787,0.003441468,0.003210967,0.002866787,0.002934158,-0.50740503,0.467663028,0.437132239,0.432660563,0.397377048,0.383210557,0.349242789,0.353814602,0.466067868,-0.502554357,0.466028818,0.440478461,0.43912954,0.391160675,0.370199169,0.359480994,0.352625813,0.472915896,0.27137749,0.232002489,0.196575281,0.167294647,0.157197812,0.138426384,0.138174548,0.122152924,0.113236867,0.266720336,0.229490219,0.191080303,0.173656283,0.155962567,0.138771335,0.12477046,0.102445808,0.112240517,0.854284774,0.777679656,0.745427772,0.742587916,0.725396738,0.728185763,0.743679265,0.74108577,0.743349249
cas288,10,60,1700,115,450,500,0.4,2.4,case288,-0.403294959,-0.777936261,-1.131303932,-1.457311648,-1.780034977,-2.085928457,-2.382906335,-2.669768659,-2.944053369,-2.95088155,0.093219567,0.080913429,0.075844796,0.070667009,0.068305354,0.065502327,0.063375291,0.061463106,0.059861299,0.059061739,0.004022012,0.004128465,0.004127174,0.003919813,0.00367832,0.003515613,0.003294241,0.003078067,0.002915796,0.002905197,-0.372441892,0.355811941,0.328914719,0.32307429,0.304400972,0.305929218,0.269640991,0.260872977,0.42979455,-0.375580571,0.348932994,0.337296145,0.315070254,0.31751602,0.291578276,0.28749311,0.265518325,0.411895854,0.193123511,0.16824097,0.143859531,0.115962065,0.102381485,0.09766131,0.084725077,0.076518629,0.072141269,0.194084549,0.171182712,0.13461149,0.115407364,0.102312663,0.097333461,0.091160865,0.082324951,0.064010349,0.686901285,0.639116907,0.611408138,0.598655392,0.59083351,0.600535821,0.603842843,0.604609764,0.615459986
cas289,5,20,2200,130,350,600,0.8,2.8,case289,-0.285193772,-0.55742701,-0.820081555,-1.070271296,-1.307864943,-1.535180828,-1.751179917,-1.95995826,-2.166728547,-2.17098133,0.038286244,0.032982675,0.03015877,0,0.026985226,0.026304495,0.024325934,0.023330301,0.022203512,0.022201277,0.008039475,0.00795315,0.007950908,0,0.007500603,0.007284142,0.006889153,0.006600488,0.006306776,0.006341913,-0.238620073,0.246814217,0.243390207,0.220848807,0.228552793,0.189747385,0.231120808,0.298570922,0.273316119,-0.239476078,0.243960877,0.237683513,0.235115528,0.218851439,0.222275478,0.2633636,0.203158038,0.307096779,0.088185348,0.072351715,0.054877975,0.044968127,0.03181553,0.027020927,0.020271364,0.023831094,0.005897151,0.085474197,0.070701966,0.06091399,0.040863991,0.034090954,0.031370665,0.017796504,0.009650279,-0.000140346,0.44329968,0.412693816,0.40681321,0.396355377,0.390135983,0.395656653,0.342424405,0.292817879,0.384146691
cas290,-5,50,800,140,200,700,3.6,1.6,case290,-0.219553104,-0.434441558,-0.631529761,-0.823308335,-1.010004396,-1.18967542,-1.349218424,-1.509837343,-1.657836058,-1.663849516,0.095554481,0.084871497,0.078284613,0.071366734,0.066934167,0.062608103,0.060559219,0.05752479,0.05376309,0.053710158,0.002519726,0.002509243,0.002476967,0.002392589,0.002395183,0.002155702,0.002114494,0.001981294,0.001881219,0.001911181,-0.222926683,0.204299405,0.197736702,0.188035343,0.181472668,0.169916613,0.174481954,0.145235198,0.179744951,-0.224353354,0.049933512,0.273511171,0.248936032,0.195454061,0.176907284,0.147624322,0.171379481,0.175750299,0.119054121,0.089447927,0.080050303,0.070716407,0.058222496,0.053159146,0.048001816,0.049988312,0.039420308,0.121013599,0.094950709,0,0.026195657,0.051261926,0.047133297,0.045806826,0.038461602,0.035960651,0.408344696,0.352675612,0.341340424,0.311751294,0.294751263,0.27417328,0.265257862,0.261819629,0.243630354
cas291,10,35,1400,95,100,850,1.2,0.8,case291,-0.1303673,-0.265708257,-0.394123213,-0.51375868,-0.637433337,-0.759176225,-0.875016359,-0.989578344,-1.091995223,-1.098573618,0.082873405,0.078497553,0.074888793,0.071926746,0.069670611,0.064980719,0.063615955,0.06086183,0.059659014,0.05822252,0.007095123,0.007082541,0.007184933,0.007149465,0.007149446,0.007062908,0.006848037,0.006681291,0.006595724,0.006520663,-0.124771665,0.126688465,0.119840426,0.120125762,0.111565722,0.120696425,0.110139089,0.109568392,0.155177671,-0.126198338,0.0536607,0.192868186,0.118413759,0.116416407,0.115275076,0.107285721,0.114133758,0.154321671,0.060127849,0.04668855,0.038590582,0.038030355,0.029986879,0.030983123,0.029229007,0.02540057,0.025629193,0.061387571,0.048001139,0.005326938,0.032566763,0.034344686,0.031060433,0.030029674,0.024225062,0.025039457,0.349376496,0.322550764,0.312667737,0.306247842,0.294977114,0.294797552,0.29075566,0.279613849,0.27702315
cas292,-20,60,2900,80,350,650,0.4,3.6,case292,-0.542643832,-1.025817505,-1.480183809,-1.912893583,-2.326080254,-2.712739416,-3.086054619,-3.44958839,-3.797140397,-3.802938436,0.085367257,0.073150734,0.066990228,0.063504104,0.060529023,0.058383631,0.057315663,0.056071786,0.054102873,0.054574998,0.008357811,0.008104546,0.007509037,0.006806131,0.006091856,0.005648715,0.005211771,0.004689664,0.004410628,0.004419092,-0.504551696,0.46766302,0.430854883,0.422325628,0.402455858,0.374905348,0.381636177,0.328134503,0.490411324,-0.501698345,0.464822092,0.44197051,0.407742807,0.409973264,0.37384023,0.373971462,0.353267193,0.475652533,0.276284979,0.23528012,0.202294566,0.168894943,0.15230591,0.14721108,0.142822554,0.128075515,0.111948845,0.272319597,0.239493117,0.198031176,0.164036776,0.146887253,0.142087086,0.13367626,0.131615068,0.124637962,0.870742352,0.796911012,0.762878044,0.741318276,0.741568102,0.741718777,0.764539093,0.674767909,0.761251228
cas293,5,45,3400,140,450,900,2.8,3.2,case293,-0.399531535,-0.770071238,-1.113449484,-1.435624527,-1.72596518,-2.002640254,-2.25697519,-2.483409574,-2.703152823,-2.707992189,0.074870809,0,0.055378629,0,0.046839355,0.04472033,0.041312247,0.039762786,0.038775218,0.037312543,0.014765872,0,0.013438511,0,0.01095309,0.009735536,0.008662542,0.006992369,0.006358175,0.00635299,-0.384140594,0.380636045,0.341545224,0.305878418,0.293323738,0.272494282,0.250238231,0.22712619,0.252609467,-0.397551311,0.13762985,0.492959095,0.389196072,0.266216942,0.302739756,0.245958209,0.203524964,0.272215989,0.201275065,0.148912669,0.120076943,0.101264286,0.100607982,0.082223384,0.087987808,0.079862713,0.061885279,0.200994482,0.149884521,0.016406072,0.070000392,0.096946885,0.076826774,0.089826158,0.082544738,0.052802199,0.592612215,0.441828879,0.452459203,0.406172402,0.396112713,0.371584455,0.372656095,0.354213035,0.322364338
cas294,10,80,3300,95,650,700,0.8,1.2,case294,-0.3005305,-0.591878585,-0.863194166,-1.110752579,-1.36076994,-1.59765158,-1.829537146,-2.050899127,-2.263048796,-2.273564523,0.142140001,0.12514669,0.118663601,0.113011506,0.105374374,0.102127624,0.098094192,0.096688359,0.093581593,0.090275627,0.006658888,0.006703981,0.006496798,0.006407086,0.006231261,0.005883523,0.005607092,0.005341008,0.004987429,0.005047124,-0.286841588,0.272208963,0.264219616,0.248069712,0.236713375,0.232262152,0.221134169,0.201731375,0.310383572,-0.287982924,0.195454027,0.337550538,0.254518262,0.239395516,0.227696845,0.222014274,0.199761271,0.309190866,0.148971756,0.122347138,0.101123415,0.09279335,0.083427866,0.074667374,0.070804853,0.059246309,0.055610271,0.151902511,0.124926032,0.059953113,0.089977203,0.083186649,0.078330159,0.069374921,0.064994594,0.056037297,0.571823483,0.518222386,0.495968678,0.480378939,0.475784013,0.474377131,0.470443432,0.465211793,0.463131832
cas295,-15,35,2900,130,100,150,1.2,3.6,case295,-0.411606883,-0.786748194,-1.146748019,-1.493323688,-1.815434717,-2.13091189,-2.428274555,-2.713194949,-2.988886382,-2.993344963,0.058741914,0.051003484,0.048482321,0,0.044237288,0.042562405,0.041103785,0.039851952,0.038168827,0.037394108,0.021914301,0.021531707,0.020248798,0,0.016935462,0.015849859,0.014724405,0.013676894,0.012663138,0.012596016,-0.372441892,0.348005069,0.355629444,0.324995841,0.317268389,0.298174449,0.294256755,0.290702036,0.391871086,-0.366735207,0.359806619,0.347251943,0.319473386,0.331440142,0.284412503,0.304593137,0.261224917,0.418407108,0.184221483,0.164594311,0.138183844,0.127935626,0.110716593,0.10870203,0.107283663,0.083880799,0.080047652,0.180686162,0.16122379,0.139022323,0.124950091,0.110627804,0.100538563,0.089359188,0.087180742,0.074214843,0.673442567,0.634353022,0.619728177,0.609356712,0.609328758,0.60803308,0.624228887,0.601753874,0.60327746
cas296,0,75,1300,55,550,500,3.2,0,case296,-0.049160144,-0.09588916,-0.140826718,-0.182013448,-0.229648859,-0.272727041,-0.316063413,-0.351774137,-0.387472735,-0.393378754,0.049162759,0.050891601,0.047453213,0.048549094,0.045728725,0.045378377,0.043583369,0.042104351,0.042969929,0.04317102,0,0,0,0,0,0,0,0,0,0,-0.059144766,0.031672116,0.045082821,0.0356668,0.053072189,0.043085503,0.041817325,0.030490262,0.053346973,-0.059144766,0.031101446,0.048792176,0.029389439,0.047650833,0.051074862,0.042388001,0.034812063,0.049025168,0.002895128,-0.000104029,0.000213061,0.000473697,0.001428631,0.000354916,0.0013819,0.015059784,0.026943906,0.005148378,-0.000723786,0.000404945,-0.000346618,0.001537636,0.001869492,0.000729406,0.013716447,0.014634307,0.206300548,0.141405771,0.111019149,0.161518891,0.188474404,0.159171609,0.155600096,0.154179949,0.177358892
cas297,20,20,1600,85,50,100,2.4,2.8,case297,-0.267751281,-0.522406727,-0.767047771,-1.005727227,-1.234188731,-1.456067831,-1.667480514,-1.869628366,-2.067584813,-2.071301443,0.040649674,0.036809146,0.034381674,0.032317469,0.03093548,0.029416587,0.028314254,0.027331899,0.02683615,0.026985933,0.00918796,0.008971326,0.008934285,0.008715491,0.00853722,0.00815845,0.007711397,0.007377417,0.007087243,0.007043182,-0.230309393,0.237434174,0.219992782,0.223416805,0.203158081,0.209150076,0.206296716,0.239395567,0.302147848,-0.226636029,0.23771325,0.225384406,0.219422128,0.204014063,0.209150093,0.239395533,0.185467328,0.324118614,0.091938852,0.080502144,0.069819824,0.056705629,0.048491286,0.039353542,0.044422442,0.040198374,0.028515003,0.09142722,0.079097018,0.064500395,0.059896615,0.048067497,0.044640949,0.044476602,0.016744968,0.028310271,0.470841757,0.447074848,0.439072594,0.437680485,0.433928359,0.436309265,0.446232967,0.2647783,0.424991704
cas298,10,20,500,145,450,400,1.2,0.8,case298,-0.10884623,-0.221308448,-0.330597607,-0.434432804,-0.537312735,-0.636734045,-0.73542262,-0.83121776,-0.927684044,-0.931578956,0.040334479,0.037540727,0.03643892,0.034937705,0.033679937,0.032772903,0.031209531,0.030669792,0.029306539,0.029086468,0.001405224,0.001362986,0.001379025,0.001385033,0.001355343,0.001351715,0.001327718,0.001375866,0.001375898,0.001396106,-0.093955553,0.099011023,0.104147051,0.099650162,0.09466253,0.096728346,0.087026988,0.094730982,0.161666321,-0.09224355,0.101008362,0.094731007,0.099011021,0.102149695,0.092448354,0.092162984,0.104432361,0.153391621,0.038533336,0.030763749,0.024238981,0.021147865,0.019668311,0.018737811,0.016516986,0.015816582,0.01189052,0.037079374,0.031587856,0.026537446,0.023637043,0.020063951,0.015707893,0.018172402,0.015628184,0.012343814,0.325662839,0.312401734,0.305234767,0.302665486,0.300294735,0.295447369,0.295106766,0.292996103,0.280392151
cas299,-10,75,500,150,350,300,2.4,3.6,case299,-0.534012473,-1.014615382,-1.463420664,-1.890293688,-2.294549634,-2.681687559,-3.042478084,-3.391285283,-3.732489773,-3.738317311,0.091041928,0,0.072791874,0,0.063663031,0.059636262,0.058641006,0.057542432,0.055826086,0.055166611,0.001572392,0,0.001498429,0,0.001335375,0.001178721,0.001123121,0.001020156,0.001045836,0.000998898,-0.504199054,0.467883076,0.447822188,0.399188076,0.398892113,0.379682984,0.362539802,0.345345259,0.43276476,-0.510543704,0.463912921,0.449157042,0.400894795,0.400324072,0.367793185,0.345542737,0.343934536,0.456214317,0.296114415,0.255626683,0.219723564,0.191654641,0.15973518,0.155219691,0.143947809,0.141440414,0.11807563,0.294893609,0.255389009,0.219109314,0.192712844,0.169074596,0.153337797,0.143957124,0.124292029,0.102346642,0.890444902,0.81045257,0.77831078,0.749122271,0.738687322,0.732156223,0.729163488,0.737629943,0.71837942
cas300,0,70,1400,25,300,200,1.2,2,case300,-0.381622521,-0.734977737,-1.067031597,-1.392252556,-1.706334276,-2.00678012,-2.295098983,-2.560856598,-2.820497989,-2.828099157,0.113153456,0.098446202,0.093220268,0.089804359,0.086001649,0.081985086,0.077805957,0.076623598,0.074423565,0.074221904,0.003582004,0.003539254,0.003616549,0.003296644,0.003312728,0.003091456,0.002913197,0.002629412,0.002452055,0.002530181,-0.355780606,0.335665077,0.316721167,0.319841989,0.302472251,0.291616593,0.269925526,0.272656202,0.363419746,-0.357604508,0.334411864,0.329913659,0.314317805,0.29586637,0.290691921,0.273034368,0.263251611,0.369007051,0.188471371,0.160298903,0.142536822,0.129881549,0.116585173,0.105724028,0.098915719,0.089028623,0.082910052,0.194722266,0.167564699,0.149937834,0.133221682,0.118261731,0.102109355,0.092593408,0.089760244,0.080516359,0.697406429,0.642076394,0.627035139,0.631062728,0.621873159,0.616528101,0.617478619,0.617316838,0.612169888
